site;id_site;Gouvernorat;Délégation;cellule;Longitude;Latitude;HBA;Bande de fréquences;PCI;AZIMUTH;Puissance isotrope rayonnée équivalente (PIRE) dans chaque secteur;Nombre d'antennes ;Niveau_signal
site827;3862;jendouba;Ghardimaou;site827_2;8,247034663;36,47644763;19;1800;13;100;18,1W;1;-47.8300018310547
site827;3863;jendouba;Ghardimaou;site827_3;8,247034663;36,47644763;19;1800;32;280;10W;1;-47.8300018310547
site827;3864;jendouba;Ghardimaou;site827_4;8,247034663;36,47644763;19;1800;515;30;30 W;1;-47.8300018310547
site827;3865;jendouba;Ghardimaou;site827_5;8,247034663;36,47644763;19;1800;517;100;30 W;1;-47.8300018310547
site827;3866;jendouba;Ghardimaou;site827_6;8,247034663;36,47644763;19;1800;531;280;12,5W;1;-47.8300018310547
site828;3867;jendouba;Tabarka;site828_1;8,904000207;36,8897651;50;1800;25;70;14,8W;1;-35.379997253418
site828;3868;jendouba;Tabarka;site828_2;8,904000207;36,8897651;50;1800;2;190;20W;1;-35.379997253418
site828;3869;jendouba;Tabarka;site828_3;8,904000207;36,8897651;50;1800;18;320;20W;1;-35.379997253418
site829;3870;jendouba;Fernana;site829_1;8,576720645;36,62903826;27;1800;11;70;15W;1;-9999
site829;3871;jendouba;Fernana;site829_2;8,576720645;36,62903826;27;1800;3;190;18W;1;-9999
site829;3872;jendouba;Fernana;site829_3;8,576720645;36,62903826;27;1800;5;290;18W;1;-9999
site830;3873;jendouba;Jendouba Nord;site830_1;8,671295724;36,58510019;37;1800;6;20;12,5W;1;-66.4800033569336
site830;3874;jendouba;Jendouba Nord;site830_2;8,671295724;36,58510019;37;1800;16;200;20W;1;-66.4800033569336
site830;3875;jendouba;Jendouba Nord;site830_3;8,671295724;36,58510019;37;1800;8;300;20W;1;-66.4800033569336
site831;3876;jendouba;Jendouba;site831_1;8,892007368;36,51053482;17;1800;21;60;15W;1;-45.6100006103516
site831;3877;jendouba;Jendouba;site831_2;8,892007368;36,51053482;17;1800;29;170;15W;1;-45.6100006103516
site831;3878;jendouba;Jendouba;site831_3;8,892007368;36,51053482;17;1800;32;270;15W;1;-45.6100006103516
site832;3879;jendouba;Jendouba Nord;site832_1;8,601088485;36,57983752;27;1800;14;45;20W;1;-32.5299987792969
site832;3880;jendouba;Jendouba Nord;site832_2;8,601088485;36,57983752;27;1800;1;190;20W;1;-32.5299987792969
site832;3881;jendouba;Jendouba Nord;site832_3;8,601088485;36,57983752;27;1800;10;330;20W;1;-32.5299987792969
site833;3882;jendouba;Tabarka;site833_1;8,751678537;36,95396221;17;1800;11;70;27W;1;-33.3199996948242
site833;3883;jendouba;Tabarka;site833_2;8,751678537;36,95396221;17;1800;1;160;27W;1;-33.3199996948242
site833;3884;jendouba;Tabarka;site833_3;8,751678537;36,95396221;17;1800;3;255;27W;1;-33.3199996948242
site833;3885;jendouba;Tabarka;site833_4;8,756544089;36,95685692;27;1800;15;75;30W;1;-31.6900024414062
site833;3886;jendouba;Tabarka;site833_5;8,756544089;36,95685692;27;1800;6;240;15W;1;-31.6900024414062
site833;3887;jendouba;Tabarka;site833_6;8,756544089;36,95685692;27;1800;13;350;30W;1;-31.6900024414062
site833;3888;jendouba;Tabarka;site833_7;8,756544089;36,95685692;27;1800;518;75;20W;1;-31.6900024414062
site833;3889;jendouba;Tabarka;site833_8;8,756544089;36,95685692;27;1800;520;240;15W;1;-31.6900024414062
site833;3890;jendouba;Tabarka;site833_9;8,756544089;36,95685692;27;1800;522;350;20W;1;-31.6900024414062
site833;3891;jendouba;Tabarka;site833_10;8,882363061;36,91875453;27;1800;10;30;20W;1;-77.6600036621094
site833;3892;jendouba;Tabarka;site833_11;8,882363061;36,91875453;27;1800;3;155;20W;1;-77.6600036621094
site833;3893;jendouba;Tabarka;site833_12;8,882363061;36,91875453;27;1800;17;295;20W;1;-77.6600036621094
site834;3894;Jendouba;Ghardimaou;site834_1;8,484689;36,408825;37;1800;5;75;25 W;1;-45.5599975585938
site834;3895;Jendouba;Ghardimaou;site834_2;8,484689;36,408825;37;1800;1;145;40 W;1;-45.5599975585938
site834;3896;Jendouba;Ghardimaou;site834_3;8,484689;36,408825;37;1800;27;250;20W;1;-45.5599975585938
site834;3897;Jendouba;Ghardimaou;site834_4;8,484689;36,408825;37;1800;12;340;20W;1;-45.5599975585938
site834;3898;Jendouba;Ghardimaou;site834_5;8,383112;36,508312;37;1800;9;0;25 W;1;-43.5699996948242
site834;3899;Jendouba;Ghardimaou;site834_6;8,383112;36,508312;37;1800;11;70;25 W;1;-43.5699996948242
site834;3900;Jendouba;Ghardimaou;site834_7;8,383112;36,508312;37;1800;7;140;25 W;1;-43.5699996948242
site834;3901;Jendouba;Ghardimaou;site834_8;8,383112;36,508312;37;1800;2;210;25 W;1;-43.5699996948242
site834;3902;Jendouba;Ghardimaou;site834_9;8,163163;36,485417;12;1800;1;20;20W;1;-31.6399993896484
site834;3903;Jendouba;Ghardimaou;site834_10;8,163163;36,485417;12;1800;8;120;20W;1;-31.6399993896484
site835;3904;Kef;Kalaat Snan;site835_1;8,359511316;35,74551523;17;1800;1;0;15W;1;-78.379997253418
site835;3905;Kef;Kalaat Snan;site835_2;8,359511316;35,74551523;17;1800;7;120;15W;1;-78.379997253418
site835;3906;Kef;Kalaat Snan;site835_3;8,359511316;35,74551523;17;1800;13;240;15W;1;-78.379997253418
site836;3907;Kef;Nebeur;site836_1;8,91213578;36,24924993;38;1800;15;70;25 W;1;-9999
site836;3908;Kef;Nebeur;site836_2;8,91213578;36,24924993;38;1800;13;210;27 W;1;-9999
site836;3909;Kef;Nebeur;site836_3;8,91213578;36,24924993;38;1800;7;340;25 W;1;-9999
site837;3910;Kef;Kef Ouest;site837_1;8,695809481;36,16149826;17;1800;4;30;12,5W;1;-37.3399963378906
site837;3911;Kef;Kef Ouest;site837_2;8,695809481;36,16149826;17;1800;10;100;20W;1;-37.3399963378906
site837;3912;Kef;Kef Ouest;site837_3;8,695809481;36,16149826;17;1800;16;230;12,5W;1;-37.3399963378906
site837;3913;Kef;Kef Ouest;site837_4;8,695809481;36,16149826;17;1800;522;230;24 W;1;-37.3399963378906
site838;3914;Kef;Dahmani;site838_1;8,789186975;36,04204174;27;1800;11;0;12,5W;1;-33.6900024414062
site838;3915;Kef;Dahmani;site838_2;8,789186975;36,04204174;27;1800;5;120;12,5W;1;-33.6900024414062
site838;3916;Kef;Dahmani;site838_3;8,789186975;36,04204174;27;1800;18;240;12,5W;1;-33.6900024414062
site839;3917;Kef;Nebeur;site839_1;8,852889305;36,21891742;27;1800;27;56;20W;1;-45.7900009155273
site839;3918;Kef;Nebeur;site839_2;8,852889305;36,21891742;27;1800;2;225;25W;1;-45.7900009155273
site839;3919;Kef;Nebeur;site839_3;8,852889305;36,21891742;27;1800;16;330;25W;1;-45.7900009155273
site840;3920;Kef;Kalaat Khasba;site840_1;8,440596;35,684573;47;1800;3;30;20W;1;-37.5500030517578
site840;3921;Kef;Kalaat Khasba;site840_2;8,440596;35,684573;47;1800;5;180;20W;1;-37.5500030517578
site840;3922;Kef;Kalaat Khasba;site840_3;8,440596;35,684573;47;1800;10;270;20W;1;-37.5500030517578
site841;3923;Kef;Tajerouine;site841_1;8,55290176;35,89377603;17;1800;16;30;20W;1;-22.7099990844727
site841;3924;Kef;Tajerouine;site841_2;8,55290176;35,89377603;17;1800;1;180;20W;1;-22.7099990844727
site841;3925;Kef;Tajerouine;site841_3;8,55290176;35,89377603;17;1800;14;270;15W;1;-22.7099990844727
site841;3926;Kef;Tajerouine;site841_4;8,55290176;35,89377603;17;1800;516;30;20W;1;-22.7099990844727
site841;3927;Kef;Tajerouine;site841_5;8,55290176;35,89377603;17;1800;520;180;15W;1;-22.7099990844727
site841;3928;Kef;Tajerouine;site841_6;8,55290176;35,89377603;17;1800;523;270;20W;1;-22.7099990844727
site842;3929;Kef;Kef Est;site842_1;8,712814813;36,17513586;15;1800;6;110;20W;1;-33.2399978637695
site842;3930;Kef;Kef Est;site842_2;8,712814813;36,17513586;15;1800;11;220;20W;1;-33.2399978637695
site842;3931;Kef;Kef Est;site842_3;8,712814813;36,17513586;15;1800;2;340;20W;1;-33.2399978637695
site842;3932;Kef;Kef Est;site842_4;8,712814813;36,17513586;15;1800;513;110;30 W;1;-33.2399978637695
site842;3933;Kef;Kef Est;site842_5;8,712814813;36,17513586;15;1800;517;220;30 W;1;-33.2399978637695
site842;3934;Kef;Kef Est;site842_6;8,712814813;36,17513586;15;1800;520;340;30 W;1;-33.2399978637695
site843;3935;Kef;Nebeur;site843_1;8,925681774;36,33127315;47;1800;23;20;10W;1;-32.5400009155273
site843;3936;Kef;Nebeur;site843_2;8,925681774;36,33127315;47;1800;13;110;12,5W;1;-32.5400009155273
site843;3937;Kef;Nebeur;site843_3;8,925681774;36,33127315;47;1800;11;250;20W;1;-32.5400009155273
site844;3938;Kef;Kef Ouest;site844_1;8,696645471;36,15517138;27;1800;2;50;12,5W;1;-42.3899993896484
site844;3939;Kef;Kef Ouest;site844_2;8,696645471;36,15517138;27;1800;13;180;12,5W;1;-42.3899993896484
site844;3940;Kef;Kef Ouest;site844_3;8,696645471;36,15517138;27;1800;9;310;12,5W;1;-42.3899993896484
site845;3941;Kef;Kef Est;site845_1;8,701708134;36,17162866;18;1800;13;90;20W;1;-41.0400009155273
site845;3942;Kef;Kef Est;site845_2;8,701708134;36,17162866;18;1800;6;190;15,8W;1;-41.0400009155273
site845;3943;Kef;Kef Est;site845_3;8,701708134;36,17162866;18;1800;16;310;20W;1;-41.0400009155273
site845;3944;Kef;Kef Est;site845_4;8,701708134;36,17162866;18;1800;523;90;20W;1;-41.0400009155273
site845;3945;Kef;Kef Est;site845_5;8,701708134;36,17162866;18;1800;519;190;20W;1;-41.0400009155273
site845;3946;Kef;Kef Est;site845_6;8,701708134;36,17162866;18;1800;513;310;20W;1;-41.0400009155273
site845;3947;Kef;Kef Est;site845_7;8,722042708;36,12205524;27;1800;20;50;12,5W;1;-24.8199996948242
site845;3948;Kef;Kef Est;site845_8;8,722042708;36,12205524;27;1800;17;180;20W;1;-24.8199996948242
site845;3949;Kef;Kef Est;site845_9;8,722042708;36,12205524;27;1800;15;280;20W;1;-24.8199996948242
site846;3950;Kef;Nebeur;site846_1;8,771592939;36,30592493;27;1800;3;30;10W;1;-42.1999969482422
site846;3951;Kef;Nebeur;site846_2;8,771592939;36,30592493;27;1800;17;180;20W;1;-42.1999969482422
site846;3952;Kef;Nebeur;site846_3;8,771592939;36,30592493;27;1800;1;270;20W;1;-42.1999969482422
site847;3953;Kef;Dahmani;site847_1;8,829383566;35,94464334;27;1800;9;120;15W;1;-36.5699996948242
site847;3954;Kef;Dahmani;site847_2;8,829383566;35,94464334;27;1800;6;250;15W;1;-36.5699996948242
site847;3955;Kef;Dahmani;site847_3;8,829383566;35,94464334;27;1800;2;350;15W;1;-36.5699996948242
site847;3956;Kef;Dahmani;site847_4;8,829383566;35,94464334;27;1800;516;120;10W;1;-36.5699996948242
site847;3957;Kef;Dahmani;site847_5;8,829383566;35,94464334;27;1800;518;250;10W;1;-36.5699996948242
site847;3958;Kef;Dahmani;site847_6;8,829383566;35,94464334;27;1800;522;350;10W;1;-36.5699996948242
site847;3959;Kef;Dahmani;site847_7;8,817945237;35,9428594;27;1800;8;10;10W;1;-68.4000015258789
site847;3960;Kef;Dahmani;site847_8;8,817945237;35,9428594;27;1800;4;100;10W;1;-68.4000015258789
site847;3961;Kef;Dahmani;site847_9;8,817945237;35,9428594;27;1800;11;210;10W;1;-68.4000015258789
site847;3962;Kef;Dahmani;site847_10;8,740052456;36,08605067;27;1800;9;20;20W;1;-67.9700012207031
site847;3963;Kef;Dahmani;site847_11;8,740052456;36,08605067;27;1800;13;150;20W;1;-67.9700012207031
site847;3964;Kef;Dahmani;site847_12;8,740052456;36,08605067;27;1800;4;290;20W;1;-67.9700012207031
site848;3965;Kef;Kalaat Snan;site848_1;8,306116062;35,88152322;27;1800;35;40;13W;1;-32.8399963378906
site848;3966;Kef;Kalaat Snan;site848_2;8,306116062;35,88152322;27;1800;15;160;18W;1;-32.8399963378906
site848;3967;Kef;Kalaat Snan;site848_3;8,306116062;35,88152322;27;1800;19;280;10W;1;-32.8399963378906
site849;3968;Kef;Kef Est;site849_1;8,708749228;36,17997645;16;1800;15;100;20W;1;-45.3399963378906
site849;3969;Kef;Kef Est;site849_2;8,708749228;36,17997645;16;1800;31;220;20W;1;-45.3399963378906
site849;3970;Kef;Kef Est;site849_3;8,708749228;36,17997645;16;1800;13;340;20W;1;-45.3399963378906
site849;3971;Kef;Kef Est;site849_4;8,708749228;36,17997645;16;1800;518;100;20W;1;-45.3399963378906
site849;3972;Kef;Kef Est;site849_5;8,708749228;36,17997645;16;1800;516;220;20W;1;-45.3399963378906
site849;3973;Kef;Kef Est;site849_6;8,708749228;36,17997645;16;1800;521;340;20W;1;-45.3399963378906
site850;3974;Kef;Kef Ouest;site850_1;8,660597976;36,14359769;30;1800;3;80;20W;1;-36.379997253418
site850;3975;Kef;Kef Ouest;site850_2;8,660597976;36,14359769;30;1800;10;220;20W;1;-36.379997253418
site850;3976;Kef;Kef Ouest;site850_3;8,660597976;36,14359769;30;1800;17;330;20W;1;-36.379997253418
site851;3977;Kef;El Ksour;site851_1;8,883487491;35,89424516;19;1800;17;60;15W;1;-41.5699996948242
site851;3978;Kef;El Ksour;site851_2;8,883487491;35,89424516;19;1800;12;160;15W;1;-41.5699996948242
site851;3979;Kef;El Ksour;site851_3;8,883487491;35,89424516;19;1800;3;330;15W;1;-41.5699996948242
site852;3980;Kef;Essers;site852_1;8,994222461;36,10875474;37;1800;12;90;20W;1;-87.4300003051758
site852;3981;Kef;Essers;site852_2;8,994222461;36,10875474;37;1800;14;220;20W;1;-87.4300003051758
site852;3982;Kef;Essers;site852_3;8,994222461;36,10875474;37;1800;8;350;20W;1;-87.4300003051758
site853;3983;Kef;Tajerouine;site853_1;8,5733063;35,98969886;27;1800;9;25;20W;1;-46.6800003051758
site853;3984;Kef;Tajerouine;site853_2;8,5733063;35,98969886;27;1800;11;200;20W;1;-46.6800003051758
site854;3985;Kef;Sakiet Sidi Youssef;site854_1;8,516868726;36,30561769;27;1800;16;0;14,8W;1;-23.2799987792969
site854;3986;Kef;Sakiet Sidi Youssef;site854_2;8,516868726;36,30561769;27;1800;2;120;20W;1;-23.2799987792969
site854;3987;Kef;Sakiet Sidi Youssef;site854_3;8,516868726;36,30561769;27;1800;18;240;10W;1;-23.2799987792969
site855;3988;Kef;Tajerouine;site855_1;8,635339423;35,90846225;0;1800;3;30;10W;1;-43.2699966430664
site855;3989;Kef;Tajerouine;site855_2;8,635339423;35,90846225;0;1800;13;120;20W;1;-43.2699966430664
site855;3990;Kef;Tajerouine;site855_3;8,635339423;35,90846225;0;1800;1;220;20W;1;-43.2699966430664
site856;3991;Kef;Djérissa;site856_1;8,630804194;35,84692273;15;1800;9;40;12,5W;1;-35.5100021362305
site856;3992;Kef;Djérissa;site856_2;8,630804194;35,84692273;15;1800;15;160;12,5W;1;-35.5100021362305
site856;3993;Kef;Djérissa;site856_3;8,630804194;35,84692273;15;1800;12;280;12,5W;1;-35.5100021362305
site856;3994;Kef;Djérissa;site856_4;8,634203662;35,83973827;17;1800;6;40;15W;1;-33.1100006103516
site856;3995;Kef;Djérissa;site856_5;8,634203662;35,83973827;17;1800;21;270;12W;1;-33.1100006103516
site857;3996;Kef;Kalaat Khasba;site857_1;8,585895913;35,66185332;18;1800;1;0;15W;1;-39.2600021362305
site857;3997;Kef;Kalaat Khasba;site857_2;8,585895913;35,66185332;18;1800;11;120;15W;1;-39.2600021362305
site857;3998;Kef;Kalaat Khasba;site857_3;8,585895913;35,66185332;18;1800;14;240;15W;1;-39.2600021362305
site857;3999;Kef;Kalaat Khasba;site857_4;8,585895913;35,66185332;18;1800;515;0;20W;1;-39.2600021362305
site857;4000;Kef;Kalaat Khasba;site857_5;8,585895913;35,66185332;18;1800;517;120;15W;1;-39.2600021362305
site857;4001;Kef;Kalaat Khasba;site857_6;8,585895913;35,66185332;18;1800;519;240;15W;1;-39.2600021362305
site858;4002;Kef;Kalaat Snan;site858_1;8,340682009;35,77033406;37;1800;17;50;15W;1;-34.2099990844727
site858;4003;Kef;Kalaat Snan;site858_2;8,340682009;35,77033406;37;1800;19;170;15W;1;-34.2099990844727
site858;4004;Kef;Kalaat Snan;site858_3;8,340682009;35,77033406;37;1800;5;290;15W;1;-34.2099990844727
site858;4005;Kef;Kalaat Snan;site858_4;8,340682009;35,77033406;37;1800;512;50;20W;1;-34.2099990844727
site858;4006;Kef;Kalaat Snan;site858_5;8,340682009;35,77033406;37;1800;526;170;15W;1;-34.2099990844727
site858;4007;Kef;Kalaat Snan;site858_6;8,340682009;35,77033406;37;1800;520;290;20W;1;-34.2099990844727
site859;4008;Kef;Kef Est;site859_1;8,706355917;36,17465138;47;1800;17;80;20W;1;-34.25
site859;4009;Kef;Kef Est;site859_2;8,706355917;36,17465138;47;1800;8;210;20W;1;-34.25
site859;4010;Kef;Kef Est;site859_3;8,706355917;36,17465138;47;1800;3;330;20W;1;-34.25
site859;4011;Kef;Kef Est;site859_4;8,706355917;36,17465138;47;1800;522;80;20W;1;-34.25
site859;4012;Kef;Kef Est;site859_5;8,706355917;36,17465138;47;1800;518;210;20W;1;-34.25
site859;4013;Kef;Kef Est;site859_6;8,712666028;36,18238408;28;1800;5;50;20W;1;-29.6900024414062
site859;4014;Kef;Kef Est;site859_7;8,712666028;36,18238408;28;1800;19;280;20W;1;-29.6900024414062
site859;4015;Kef;Kef Est;site859_8;8,715746634;36,17928104;17;1800;18;80;20W;1;-35.4300003051758
site859;4016;Kef;Kef Est;site859_9;8,715746634;36,17928104;17;1800;16;200;20W;1;-35.4300003051758
site859;4017;Kef;Kef Est;site859_10;8,715746634;36,17928104;17;1800;12;320;20W;1;-35.4300003051758
site860;4018;Kef;Kef Ouest;site860_1;8,702494452;36,16658185;27;1800;3;90;20W;1;-35.2600021362305
site860;4019;Kef;Kef Ouest;site860_2;8,702494452;36,16658185;27;1800;12;200;20W;1;-35.2600021362305
site860;4020;Kef;Kef Ouest;site860_3;8,702494452;36,16658185;27;1800;15;310;20W;1;-35.2600021362305
site860;4021;Kef;Kef Ouest;site860_4;8,702494452;36,16658185;27;1800;515;90;30 W;1;-35.2600021362305
site860;4022;Kef;Kef Ouest;site860_5;8,702494452;36,16658185;27;1800;517;200;30 W;1;-35.2600021362305
site860;4023;Kef;Kef Ouest;site860_6;8,702494452;36,16658185;27;1800;521;310;30 W;1;-35.2600021362305
site861;4024;Kef;Kef Est;site861_1;8,726666001;36,18277749;27;1800;33;130;12,5W;1;-42.0899963378906
site861;4025;Kef;Kef Est;site861_2;8,726666001;36,18277749;27;1800;21;270;12,5W;1;-42.0899963378906
site862;4026;Kef;Nebeur;site862_1;8,79178;36,350533;27;1800;10;50;15W;1;-40.6600036621094
site862;4027;Kef;Nebeur;site862_2;8,79178;36,350533;27;1800;4;140;20W;1;-40.6600036621094
site862;4028;Kef;Nebeur;site862_3;8,79178;36,350533;27;1800;7;320;15W;1;-40.6600036621094
site863;4029;Kef;Tajerouine;site863_1;8,506634671;35,85727833;17;1800;5;30;20W;1;-33.4800033569336
site863;4030;Kef;Tajerouine;site863_2;8,506634671;35,85727833;17;1800;11;110;15W;1;-33.4800033569336
site863;4031;Kef;Tajerouine;site863_3;8,506634671;35,85727833;17;1800;9;260;15W;1;-33.4800033569336
site864;4032;Kef;Dahmani;site864_1;8,794228927;35,88310774;17;1800;15;40;25 W;1;-31.7699966430664
site864;4033;Kef;Dahmani;site864_2;8,794228927;35,88310774;17;1800;10;160;12,5W;1;-31.7699966430664
site864;4034;Kef;Dahmani;site864_3;8,794228927;35,88310774;17;1800;8;280;25 W;1;-31.7699966430664
site865;4035;Kef;Nebeur;site865_1;8,781358111;36,29514265;27;1800;13;10;20W;1;-34.0100021362305
site865;4036;Kef;Nebeur;site865_2;8,781358111;36,29514265;27;1800;8;260;14,8W;1;-34.0100021362305
site866;4037;Kef;El Krib;site866_1;9,085806283;36,30122593;27;1800;2;60;20W;1;-40.0999984741211
site866;4038;Kef;El Krib;site866_2;9,085806283;36,30122593;27;1800;62;180;20W;1;-40.0999984741211
site866;4039;Kef;El Krib;site866_3;9,085806283;36,30122593;27;1800;9;260;20W;1;-40.0999984741211
site867;4040;Kef;Tajerouine;site867_1;8,607833131;36,04513796;27;1800;7;100;25W;1;-40.7900009155273
site867;4041;Kef;Tajerouine;site867_2;8,607833131;36,04513796;27;1800;13;240;20W;1;-40.7900009155273
site867;4042;Kef;Tajerouine;site867_3;8,607833131;36,04513796;27;1800;3;350;25W;1;-40.7900009155273
site868;4043;Kef;Kef Ouest;site868_1;8,711821795;36,16086169;17,5;1800;7;90;20W;1;-39.0699996948242
site868;4044;Kef;Kef Ouest;site868_2;8,711821795;36,16086169;17,5;1800;5;210;20W;1;-39.0699996948242
site868;4045;Kef;Kef Ouest;site868_3;8,711821795;36,16086169;17,5;1800;9;340;20W;1;-39.0699996948242
site868;4046;Kef;Kef Ouest;site868_4;8,711821795;36,16086169;17,5;1800;512;90;24 W;1;-39.0699996948242
site868;4047;Kef;Kef Ouest;site868_5;8,711821795;36,16086169;17,5;1800;514;210;24 W;1;-39.0699996948242
site869;4048;Kef;Nebeur;site869_1;8,708287948;36,31916614;22,5;1800;26;140;20W;1;-86.4700012207031
site869;4049;Kef;Nebeur;site869_2;8,708287948;36,31916614;22,5;1800;5;240;20W;1;-86.4700012207031
site869;4050;Kef;Nebeur;site869_3;8,797696734;36,27763627;27;1800;3;130;20W;1;-37.5800018310547
site869;4051;Kef;Nebeur;site869_4;8,797696734;36,27763627;27;1800;6;230;20W;1;-37.5800018310547
site869;4052;Kef;Nebeur;site869_5;8,797696734;36,27763627;27;1800;10;320;20W;1;-37.5800018310547
site870;4053;Kef;Kalaat Khasba;site870_1;8,579059132;35,74136252;27;1800;9;90;12,5W;1;-40.2399978637695
site870;4054;Kef;Kalaat Khasba;site870_2;8,579059132;35,74136252;27;1800;12;190;12,5W;1;-40.2399978637695
site870;4055;Kef;Kalaat Khasba;site870_3;8,579059132;35,74136252;27;1800;14;320;12,5W;1;-40.2399978637695
site871;4056;Kef;Sakiet Sidi Youssef;site871_1;8,46980789;36,11944638;47;1800;11;80;20W;1;-9999
site871;4057;Kef;Sakiet Sidi Youssef;site871_2;8,46980789;36,11944638;47;1800;19;190;15W;1;-9999
site871;4058;Kef;Sakiet Sidi Youssef;site871_3;8,46980789;36,11944638;47;1800;3;300;25W;1;-9999
site871;4059;Kef;Sakiet Sidi Youssef;site871_4;8,353715018;36,21227711;27;1800;36;0;8W;1;-34.0899963378906
site871;4060;Kef;Sakiet Sidi Youssef;site871_5;8,353715018;36,21227711;27;1800;5;90;10W;1;-34.0899963378906
site871;4061;Kef;Sakiet Sidi Youssef;site871_6;8,353715018;36,21227711;27;1800;16;180;10W;1;-34.0899963378906
site871;4062;Kef;Sakiet Sidi Youssef;site871_7;8,359861955;36,22930425;17;1800;32;0;20W;1;-32.8000030517578
site871;4063;Kef;Sakiet Sidi Youssef;site871_8;8,359861955;36,22930425;17;1800;1;130;15W;1;-32.8000030517578
site871;4064;Kef;Sakiet Sidi Youssef;site871_9;8,359861955;36,22930425;17;1800;12;230;15W;1;-32.8000030517578
site872;4065;Kef;Essers;site872_1;9,024244382;36,07563737;27;1800;13;60;15W;1;-42.120002746582
site872;4066;Kef;Essers;site872_2;9,024244382;36,07563737;27;1800;10;160;15W;1;-42.120002746582
site872;4067;Kef;Essers;site872_3;9,024244382;36,07563737;27;1800;3;280;15W;1;-42.120002746582
site872;4068;Kef;Essers;site872_4;9,024244382;36,07563737;27;1800;523;60;20W;1;-42.120002746582
site872;4069;Kef;Essers;site872_5;9,024244382;36,07563737;27;1800;519;160;20W;1;-42.120002746582
site872;4070;Kef;Essers;site872_6;9,024244382;36,07563737;27;1800;513;280;20W;1;-42.120002746582
site872;4071;Kef;Essers;site872_7;9,079381056;36,02685574;27;1800;23;120;20W;1;-36.5699996948242
site872;4072;Kef;Essers;site872_8;9,079381056;36,02685574;27;1800;32;220;20W;1;-36.5699996948242
site872;4073;Kef;Essers;site872_9;9,079381056;36,02685574;27;1800;5;350;20W;1;-36.5699996948242
site873;4074;Kef;Sakiet Sidi Youssef;site873_1;8,357966833;36,03188008;47;1800;2;50;20W;1;-32.7900009155273
site873;4075;Kef;Sakiet Sidi Youssef;site873_2;8,357966833;36,03188008;47;1800;10;170;20W;1;-32.7900009155273
site873;4076;Kef;Sakiet Sidi Youssef;site873_3;8,357966833;36,03188008;47;1800;7;290;12,5W;1;-32.7900009155273
site874;4077;Kef;El Ksour;site874_1;8,917714484;35,84161022;17;1800;7;0;20W;1;-34.6500015258789
site874;4078;Kef;El Ksour;site874_2;8,917714484;35,84161022;17;1800;4;120;20W;1;-34.6500015258789
site874;4079;Kef;El Ksour;site874_3;8,917714484;35,84161022;17;1800;16;240;14,8W;1;-34.6500015258789
site875;4080;Kef;Kef Ouest;site875_1;8,693180746;36,16560269;15;1800;1;90;20W;1;-35.4899978637695
site875;4081;Kef;Kef Ouest;site875_2;8,693180746;36,16560269;15;1800;14;250;20W;1;-35.4899978637695
site875;4082;Kef;Kef Ouest;site875_3;8,693180746;36,16560269;15;1800;10;350;20W;1;-35.4899978637695
site875;4083;Kef;Kef Ouest;site875_4;8,693180746;36,16560269;15;1800;512;250;12,5W;1;-35.4899978637695
site875;4084;Kef;Kef Ouest;site875_5;8,693180746;36,16560269;15;1800;514;350;12,5W;1;-35.4899978637695
site876;4085;Kef;Tajerouine;site876_1;8,553836539;35,88910921;38;1800;11;10;20W;1;-41.1900024414062
site876;4086;Kef;Tajerouine;site876_2;8,553836539;35,88910921;38;1800;6;190;15W;1;-41.1900024414062
site876;4087;Kef;Tajerouine;site876_3;8,553836539;35,88910921;38;1800;8;280;20W;1;-41.1900024414062
site876;4088;Kef;Tajerouine;site876_4;8,553836539;35,88910921;38;1800;518;10;18W;1;-41.1900024414062
site876;4089;Kef;Tajerouine;site876_5;8,553836539;35,88910921;38;1800;514;190;18W;1;-41.1900024414062
site876;4090;Kef;Tajerouine;site876_6;8,553836539;35,88910921;38;1800;512;280;18W;1;-41.1900024414062
site877;4091;Kef;Nebeur;site877_1;8,883471519;36,38613421;27;1800;20;90;16W;1;-35.2900009155273
site877;4092;Kef;Nebeur;site877_2;8,883471519;36,38613421;27;1800;14;210;25W;1;-35.2900009155273
site877;4093;Kef;Nebeur;site877_3;8,883471519;36,38613421;27;1800;1;330;18W;1;-35.2900009155273
site877;4094;Kef;Nebeur;site877_4;8,883471519;36,38613421;27;1800;515;90;30W;1;-35.2900009155273
site877;4095;Kef;Nebeur;site877_5;8,883471519;36,38613421;27;1800;513;210;30W;1;-35.2900009155273
site877;4096;Kef;Nebeur;site877_6;8,883471519;36,38613421;27;1800;517;330;30W;1;-35.2900009155273
site877;4097;Kef;Nebeur;site877_7;8,572604;36,33851;37;1800;12;70;14,8W;1;-35.6900024414062
site877;4098;Kef;Nebeur;site877_8;8,572604;36,33851;37;1800;15;190;20W;1;-35.6900024414062
site877;4099;Kef;Nebeur;site877_9;8,572604;36,33851;37;1800;10;310;20W;1;-35.6900024414062
site877;4100;Kef;Nebeur;site877_10;8,714358902;36,38338834;50;1800;2;30;20W;1;-83.3399963378906
site877;4101;Kef;Nebeur;site877_11;8,714358902;36,38338834;50;1800;16;150;20W;1;-83.3399963378906
site877;4102;Kef;Nebeur;site877_12;8,714358902;36,38338834;50;1800;14;220;20W;1;-83.3399963378906
site878;4103;Kef;Kef Est;site878_1;8,874536017;36,14525705;47;1800;4;40;20W;1;-75.1600036621094
