site;id_site;Gouvernorat;Délégation;cellule;Longitude;Latitude;HBA;Bande de fréquences;PCI;AZIMUTH;Puissance isotrope rayonnée équivalente (PIRE) dans chaque secteur;Nombre d'antennes ;Niveau_signal
;;;;;;;;;;;;;
site1;1;Sfax;Sfax Ville;site1_1;10,7619;34,7455;25;1800;512;340;20W;1;-41.4599990844727
site1;2;Sfax;Sfax Ville;site1_2;10,7619;34,7455;25;1800;517;220;20W;1;-41.4599990844727
site1;3;Sfax;Sfax Ville;site1_3;10,7619;34,7455;25;1800;522;70;20W;1;-41.4599990844727
site1;4;Sfax;Sfax Ville;site1_4;10,7619;34,7455;25;1800;5;340;14,8W;1;-41.4599990844727
site1;5;Sfax;Sfax Ville;site1_5;10,7619;34,7455;25;1800;10;220;14,8W;1;-41.4599990844727
site1;6;Sfax;Sfax Ville;site1_6;10,7619;34,7455;25;1800;14;70;14,8W;1;-41.4599990844727
site2;7;Sfax;Sakiet Eddaier;site2_1;10,7736;34,7869;12;1800;2;300;14,8W;1;-48.7699966430664
site2;8;Sfax;Sakiet Eddaier;site2_2;10,7736;34,7869;12;1800;15;160;14,8W;1;-48.7699966430664
site2;9;Sfax;Sakiet Eddaier;site2_3;10,7736;34,7869;12;1800;7;110;14,8W;1;-48.7699966430664
site3;10;Sfax;Menzel Chaker;site3_1;10,5751;35,1204;37;1800;15;340;14,8W;1;-46.3000030517578
site3;11;Sfax;Menzel Chaker;site3_2;10,5751;35,1204;37;1800;17;180;14,8W;1;-46.3000030517578
site3;12;Sfax;Menzel Chaker;site3_3;10,5751;35,1204;37;1800;4;90;14,8W;1;-46.3000030517578
site4;13;Sfax;Agareb;site4_1;10,5274;34,7426;29;1800;16;280;14,8W;1;-48.9800033569336
site4;14;Sfax;Agareb;site4_2;10,5274;34,7426;29;1800;3;120;14,8W;1;-48.9800033569336
site4;15;Sfax;Agareb;site4_3;10,5274;34,7426;29;1800;8;10;14,8W;1;-48.9800033569336
site5;16;Sfax;Sfax Ville;site5_1;10,7511;34,7436;22;1800;1;320;14,8W;1;-45.2399978637695
site5;17;Sfax;Sfax Ville;site5_2;10,7511;34,7436;22;1800;7;190;14,8W;1;-45.2399978637695
site5;18;Sfax;Sfax Ville;site5_3;10,7511;34,7436;22;1800;15;90;14,8W;1;-45.2399978637695
site6;19;Sfax;Sfax Sud;site6_1;10,75864082;34,75687967;10,5;1800;5;260;20W;1;-41.3600006103516
site6;20;Sfax;Sfax Sud;site6_2;10,75864082;34,75687967;10,5;1800;14;150;20W;1;-41.3600006103516
site6;21;Sfax;Sfax Sud;site6_3;10,75864082;34,75687967;10,5;1800;1;30;20W;1;-41.3600006103516
site7;22;Sfax;Sfax Ville;site7_1;10,7222;34,7597;15;1800;6;330;14,8W;1;-36.0100021362305
site7;23;Sfax;Sfax Ville;site7_2;10,7222;34,7597;15;1800;9;220;14,8W;1;-36.0100021362305
site7;24;Sfax;Sfax Ville;site7_3;10,7222;34,7597;15;1800;13;70;14,8W;1;-36.0100021362305
site8;25;Sfax;Sfax Sud;site8_1;10,70157921;34,78713018;15;1800;17;270;20W;1;-30.8199996948242
site8;26;Sfax;Sfax Sud;site8_2;10,70157921;34,78713018;15;1800;4;140;20W;1;-30.8199996948242
site8;27;Sfax;Sfax Sud;site8_3;10,70157921;34,78713018;15;1800;15;50;20W;1;-30.8199996948242
site9;28;Sfax;Djebeniana;site9_1;10,9039;35,1428;41;1800;9;210;14,8W;1;-32.0299987792969
site9;29;Sfax;Djebeniana;site9_2;10,9039;35,1428;41;1800;11;140;14,8W;1;-32.0299987792969
site9;30;Sfax;Djebeniana;site9_3;10,9039;35,1428;41;1800;2;0;14,8W;1;-32.0299987792969
site10;31;Sfax;El Hencha;site10_1;10,7152;35,073;38;1800;14;260;14,8W;1;-40.4599990844727
site10;32;Sfax;El Hencha;site10_2;10,7152;35,073;38;1800;6;170;14,8W;1;-40.4599990844727
site10;33;Sfax;El Hencha;site10_3;10,7152;35,073;38;1800;2;40;14,8W;1;-40.4599990844727
site11;34;Sfax;Sfax Ville;site11_1;10,748;34,7467;15;1800;13;330;14,8W;1;-40.7699966430664
site11;35;Sfax;Sfax Ville;site11_2;10,748;34,7467;15;1800;18;200;14,8W;1;-40.7699966430664
site11;36;Sfax;Sfax Ville;site11_3;10,748;34,7467;15;1800;6;90;14,8W;1;-40.7699966430664
site12;37;Sfax;Menzel Chaker;site12_1;10,6369;35,0772;45;1800;6;280;20W;1;-44.7799987792969
site12;38;Sfax;Menzel Chaker;site12_2;10,6369;35,0772;45;1800;3;140;14,8W;1;-44.7799987792969
site12;39;Sfax;Menzel Chaker;site12_3;10,6369;35,0772;45;1800;16;30;14,8W;1;-44.7799987792969
site13;40;Sfax;Mahrès;site13_1;10,3866;34,505;28;1800;6;330;14,8W;1;-37.0500030517578
site13;41;Sfax;Mahrès;site13_2;10,3866;34,505;28;1800;2;220;14,8W;1;-37.0500030517578
site13;42;Sfax;Mahrès;site13_3;10,3866;34,505;28;1800;16;60;14,8W;1;-37.0500030517578
site14;43;Sfax;El Amra;site14_1;10,9349;34,995;39;1800;8;300;14,8W;1;-34.4000015258789
site14;44;Sfax;El Amra;site14_2;10,9349;34,995;39;1800;2;200;14,8W;1;-34.4000015258789
site14;45;Sfax;El Amra;site14_3;10,9349;34,995;39;1800;11;30;14,8W;1;-34.4000015258789
site15;46;Sfax;El Hencha;site15_1;10,7473;35,0397;42;1800;8;270;14,8W;1;-34.620002746582
site15;47;Sfax;El Hencha;site15_2;10,7473;35,0397;42;1800;3;150;14,8W;1;-34.620002746582
site15;48;Sfax;El Hencha;site15_3;10,7473;35,0397;42;1800;13;10;14,8W;1;-34.620002746582
site16;49;Sfax;Menzel Chaker;site16_1;10,5683;34,8475;25;1800;16;320;14,8W;1;-41.6100006103516
site16;50;Sfax;Menzel Chaker;site16_2;10,5683;34,8475;25;1800;2;25;14,8W;1;-41.6100006103516
site17;51;Sfax;El Hencha;site17_1;10,71052;35,2218;25;1800;3;300;20W;1;-43.3000030517578
site17;52;Sfax;El Hencha;site17_2;10,71052;35,2218;25;1800;14;160;20W;1;-43.3000030517578
site17;53;Sfax;El Hencha;site17_3;10,71052;35,2218;25;1800;9;20;20W;1;-43.3000030517578
site18;54;Sfax;Bir Ali Ben Khelifa;site18_1;10,0931;34,7364;20;1800;15;280;14,8W;1;-41.2099990844727
site18;55;Sfax;Bir Ali Ben Khelifa;site18_2;10,0931;34,7364;20;1800;8;140;14,8W;1;-41.2099990844727
site18;56;Sfax;Bir Ali Ben Khelifa;site18_3;10,0931;34,7364;20;1800;4;10;14,8W;1;-41.2099990844727
site19;57;Sfax;Sfax Sud;site19_1;10,6514;34,8631;27;1800;8;300;14,8W;1;-38.9899978637695
site19;58;Sfax;Sfax Sud;site19_2;10,6514;34,8631;27;1800;3;160;14,8W;1;-38.9899978637695
site19;59;Sfax;Sfax Sud;site19_3;10,6514;34,8631;27;1800;10;0;14,8W;1;-38.9899978637695
site20;60;Sfax;Mahrès;site20_1;10,5553361;34,588617;40;1800;1;270;20W;1;-32.5899963378906
site20;61;Sfax;Mahrès;site20_2;10,5553361;34,588617;40;1800;13;160;20W;1;-32.5899963378906
site20;62;Sfax;Mahrès;site20_3;10,5553361;34,588617;40;1800;8;60;20W;1;-32.5899963378906
site21;63;Sfax;Sakiet Eddaier;site21_1;10,787056;34,757091;19;1800;12;325;20W;1;-27.6500015258789
site21;64;Sfax;Sakiet Eddaier;site21_2;10,787056;34,757091;19;1800;13;250;20W;1;-27.6500015258789
site21;65;Sfax;Sakiet Eddaier;site21_3;10,787056;34,757091;19;1800;1;40;20W;1;-27.6500015258789
site22;66;Sfax;Skhira;site22_1;9,99453;34,21287;42;1800;7;320;14,8W;1;-36
site22;67;Sfax;Skhira;site22_2;9,99453;34,21287;42;1800;5;170;14,8W;1;-36
site22;68;Sfax;Skhira;site22_3;9,99453;34,21287;42;1800;2;20;14,8W;1;-36
site23;69;Sfax;Sfax Ville;site23_1;10,767306;34,758861;17;1800;4;270;20W;1;-38.8499984741211
site23;70;Sfax;Sfax Ville;site23_2;10,767306;34,758861;17;1800;6;150;20W;1;-38.8499984741211
site23;71;Sfax;Sfax Ville;site23_3;10,767306;34,758861;17;1800;2;30;20W;1;-38.8499984741211
site24;72;Sfax;Menzel Chaker;site24_1;10,2706;35,0992;47;1800;8;200;14,8W;1;-32.3000030517578
site24;73;Sfax;Menzel Chaker;site24_2;10,2706;35,0992;47;1800;6;110;14,8W;1;-32.3000030517578
site24;74;Sfax;Menzel Chaker;site24_3;10,2706;35,0992;47;1800;1;10;14,8W;1;-32.3000030517578
site25;75;Sfax;Sakiet Ezzit;site25_1;10,75521;34,79962;21;1800;5;340;20W;1;-33.1699981689453
site25;76;Sfax;Sakiet Ezzit;site25_2;10,75521;34,79962;21;1800;9;200;20W;1;-33.1699981689453
site25;77;Sfax;Sakiet Ezzit;site25_3;10,75521;34,79962;21;1800;13;90;20W;1;-33.1699981689453
site26;78;Sfax;Ghraiba;site26_1;10,3121;34,55617;18 ;1800;5;280;20W;1;-39.9300003051758
site26;79;Sfax;Ghraiba;site26_2;10,3121;34,55617;18 ;1800;17;190;20W;1;-39.9300003051758
site26;80;Sfax;Ghraiba;site26_3;10,3121;34,55617;18 ;1800;13;80;20W;1;-39.9300003051758
site27;81;Sfax;Menzel Chaker;site27_1;10,36709653;35,03746201;18 ;1800;14;310;20W;1;-35.5999984741211
site27;82;Sfax;Menzel Chaker;site27_2;10,36709653;35,03746201;18 ;1800;12;200;20W;1;-35.5999984741211
site27;83;Sfax;Menzel Chaker;site27_3;10,36709653;35,03746201;18 ;1800;10;90;20W;1;-35.5999984741211
site28;84;Sfax;Mahrès;site28_1;10,5757;34,5377;27;1800;7;340;14,8W;1;-39.75
site28;85;Sfax;Mahrès;site28_2;10,5757;34,5377;27;1800;9;220;14,8W;1;-39.75
site28;86;Sfax;Mahrès;site28_3;10,5757;34,5377;27;1800;16;50;14,8W;1;-39.75
site28;87;Sfax;Mahrès;site28_4;10,57726;34,536668;12;1800;11;210;14,8W;1;-32.75
site28;88;Sfax;Mahrès;site28_5;10,57726;34,536668;12;1800;18;140;14,8W;1;-32.75
site28;89;Sfax;Mahrès;site28_6;10,57726;34,536668;12;1800;6;70;14,8W;1;-32.75
site29;90;Sfax;Sakiet Eddaier;site29_1;10,7851;34,7715;19;1800;15;340;20W;1;-31.3099975585938
site29;91;Sfax;Sakiet Eddaier;site29_2;10,7851;34,7715;19;1800;18;200;20W;1;-31.3099975585938
site29;92;Sfax;Sakiet Eddaier;site29_3;10,7851;34,7715;19;1800;9;120;20W;1;-31.3099975585938
site30;93;Sfax;Kerkennah;site30_1;11,245;34,7539;27;1800;5;330;14,8W;1;-6.43000030517578
site30;94;Sfax;Kerkennah;site30_2;11,245;34,7539;27;1800;2;250;14,8W;1;-6.43000030517578
site30;95;Sfax;Kerkennah;site30_3;11,245;34,7539;27;1800;18;100;14,8W;1;-6.43000030517578
site31;96;Sfax;Sakiet Ezzit;site31_1;10,7505;34,7905;28;1800;3;330;14,8W;1;-17.7299995422363
site31;97;Sfax;Sakiet Ezzit;site31_2;10,7505;34,7905;28;1800;17;220;14,8W;1;-17.7299995422363
site31;98;Sfax;Sakiet Ezzit;site31_3;10,7505;34,7905;28;1800;1;60;14,8W;1;-17.7299995422363
site31;99;Sfax;Sakiet Ezzit;site31_4;10,7505;34,7905;28;1800;517;330;20W;1;-17.7299995422363
site31;100;Sfax;Sakiet Ezzit;site31_5;10,7505;34,7905;28;1800;514;220;20W;1;-17.7299995422363
site31;101;Sfax;Sakiet Ezzit;site31_6;10,7505;34,7905;28;1800;523;60;20W;1;-17.7299995422363
site31;102;Sfax;Sakiet Ezzit;site31_7;10,73879;34,805069;19;1800;11;310;14,8W;1;-39.6600036621094
site31;103;Sfax;Sakiet Ezzit;site31_8;10,73879;34,805069;19;1800;15;190;14,8W;1;-39.6600036621094
site31;104;Sfax;Sakiet Ezzit;site31_9;10,73879;34,805069;19;1800;4;90;14,8W;1;-39.6600036621094
site31;105;Sfax;Sakiet Ezzit;site31_10;10,75;34,7818;15;1800;12;290;20W;1;-32.0899963378906
site31;106;Sfax;Sakiet Ezzit;site31_11;10,75;34,7818;15;1800;5;120;20W;1;-32.0899963378906
site31;107;Sfax;Sakiet Ezzit;site31_12;10,75;34,7818;15;1800;7;0;20W;1;-32.0899963378906
site31;108;Sfax;Sakiet Ezzit;site31_13;10,72422222;34,81555556;15;1800;14;260;20W;1;-35.5599975585938
site31;109;Sfax;Sakiet Ezzit;site31_14;10,72422222;34,81555556;15;1800;16;120;20W;1;-35.5599975585938
site31;110;Sfax;Sakiet Ezzit;site31_15;10,72422222;34,81555556;15;1800;9;30;20W;1;-35.5599975585938
site31;111;Sfax;Sakiet Ezzit;site31_16;10,7619;34,7969;12;1800;12;330;14,8W;1;-30.9300003051758
site31;112;Sfax;Sakiet Ezzit;site31_17;10,7619;34,7969;12;1800;16;180;14,8W;1;-30.9300003051758
site31;113;Sfax;Sakiet Ezzit;site31_18;10,7619;34,7969;12;1800;10;90;14,8W;1;-30.9300003051758
site32;114;Sfax;Sfax Ouest;site32_1;10,713583;34,744028;16;1800;17;340;20W;1;-32.0100021362305
site32;115;Sfax;Sfax Ouest;site32_2;10,713583;34,744028;16;1800;12;250;20W;1;-32.0100021362305
site32;116;Sfax;Sfax Ouest;site32_3;10,713583;34,744028;16;1800;9;100;20W;1;-32.0100021362305
site32;117;Sfax;Sfax Ouest;site32_4;10,73021765;34,73135644;15;1800;11;260;20W;1;-33.120002746582
site32;118;Sfax;Sfax Ouest;site32_5;10,73021765;34,73135644;15;1800;15;150;20W;1;-33.120002746582
site32;119;Sfax;Sfax Ouest;site32_6;10,73021765;34,73135644;15;1800;13;30;20W;1;-33.120002746582
site33;120;Sfax;Sfax Ville;site33_1;10,72866493;34,70871128;12;1800;11;300;20W;1;-32.9800033569336
site33;121;Sfax;Sfax Ville;site33_2;10,72866493;34,70871128;12;1800;14;230;20W;1;-32.9800033569336
site33;122;Sfax;Sfax Ville;site33_3;10,72866493;34,70871128;12;1800;7;30;20W;1;-32.9800033569336
site34;123;Sfax;Tina;site34_1;10,7124969;34,69887758;18;1800;18;290;20W;1;-31.0299987792969
site34;124;Sfax;Tina;site34_2;10,7124969;34,69887758;18;1800;15;150;20W;1;-31.0299987792969
site34;125;Sfax;Tina;site34_3;10,7124969;34,69887758;18;1800;7;20;20W;1;-31.0299987792969
site35;126;Sfax;Sfax Ville;site35_1;10,7597;34,7317;31;1800;5;290;14,8W;1;-33.3499984741211
site35;127;Sfax;Sfax Ville;site35_2;10,7597;34,7317;31;1800;8;190;14,8W;1;-33.3499984741211
site35;128;Sfax;Sfax Ville;site35_3;10,7597;34,7317;31;1800;10;100;14,8W;1;-33.3499984741211
site35;129;Sfax;Sfax Ville;site35_4;10,7597;34,7317;31;1800;523;290;20W;1;-33.3499984741211
site35;130;Sfax;Sfax Ville;site35_5;10,7597;34,7317;31;1800;517;190;20W;1;-33.3499984741211
site35;131;Sfax;Sfax Ville;site35_6;10,7597;34,7317;31;1800;513;100;20W;1;-33.3499984741211
site36;132;Sfax;Tina;site36_1;10,7073;34,7079;15;1800;6;330;14,8W;1;-30.9100036621094
site36;133;Sfax;Tina;site36_2;10,7073;34,7079;15;1800;16;200;14,8W;1;-30.9100036621094
site36;134;Sfax;Tina;site36_3;10,7073;34,7079;15;1800;3;70;14,8W;1;-30.9100036621094
site37;135;Sfax;Sfax Ouest;site37_1;10,7089;34,7319;17;1800;5;330;14,8W;1;-37.9700012207031
site37;136;Sfax;Sfax Ouest;site37_2;10,7089;34,7319;17;1800;12;220;14,8W;1;-37.9700012207031
site37;137;Sfax;Sfax Ouest;site37_3;10,7089;34,7319;17;1800;17;80;14,8W;1;-37.9700012207031
site37;138;Sfax;Sfax Ouest;site37_4;10,7089;34,7319;17;1800;520;330;20W;1;-37.9700012207031
site37;139;Sfax;Sfax Ouest;site37_5;10,7089;34,7319;17;1800;523;220;20W;1;-37.9700012207031
site37;140;Sfax;Sfax Ouest;site37_6;10,7089;34,7319;17;1800;514;80;20W;1;-37.9700012207031
site37;141;Sfax;Sfax Ouest;site37_7;10,7035;34,7305;12;1800;16;310;14,8W;1;-35.7399978637695
site37;142;Sfax;Sfax Ouest;site37_8;10,7035;34,7305;12;1800;2;170;14,8W;1;-35.7399978637695
site37;143;Sfax;Sfax Ouest;site37_9;10,7035;34,7305;12;1800;8;90;14,8W;1;-35.7399978637695
site37;144;Sfax;Sfax Ouest;site37_10;10,7035;34,7305;12;1800;521;310;20W;1;-35.7399978637695
site37;145;Sfax;Sfax Ouest;site37_11;10,7035;34,7305;12;1800;512;170;20W;1;-35.7399978637695
site37;146;Sfax;Sfax Ouest;site37_12;10,7035;34,7305;12;1800;517;90;20W;1;-35.7399978637695
site38;147;Sfax;Sakiet Eddaier;site38_1;10,7968;34,765;18;1800;11;320;14,8W;1;-36.8099975585938
site38;148;Sfax;Sakiet Eddaier;site38_2;10,7968;34,765;18;1800;13;200;14,8W;1;-36.8099975585938
site38;149;Sfax;Sakiet Eddaier;site38_3;10,7968;34,765;18;1800;5;30;14,8W;1;-36.8099975585938
site39;150;Sfax;Sfax Ouest;site39_1;10,7258;34,7408;18;1800;15;310;20W;1;-32.0500030517578
site39;151;Sfax;Sfax Ouest;site39_2;10,7258;34,7408;18;1800;9;190;20W;1;-32.0500030517578
site39;152;Sfax;Sfax Ouest;site39_3;10,7258;34,7408;18;1800;6;90;20W;1;-32.0500030517578
site39;153;Sfax;Sfax Ouest;site39_4;10,7185;34,7347;15;1800;10;320;14,8W;1;-32.8099975585938
site39;154;Sfax;Sfax Ouest;site39_5;10,7185;34,7347;15;1800;4;210;14,8W;1;-32.8099975585938
site39;155;Sfax;Sfax Ouest;site39_6;10,7185;34,7347;15;1800;7;80;14,8W;1;-32.8099975585938
site39;156;Sfax;Sfax Ouest;site39_7;10,70313;34,7438;19;1800;13;330;14,8W;1;-33.2399978637695
site39;157;Sfax;Sfax Ouest;site39_8;10,70313;34,7438;19;1800;3;180;14,8W;1;-33.2399978637695
site39;158;Sfax;Sfax Ouest;site39_9;10,70313;34,7438;19;1800;15;80;14,8W;1;-33.2399978637695
site39;159;Sfax;Sfax Ouest;site39_10;10,7203;34,7208;30;1800;1;310;14,8W;1;-38
site39;160;Sfax;Sfax Ouest;site39_11;10,7203;34,7208;30;1800;10;210;14,8W;1;-38
site39;161;Sfax;Sfax Ouest;site39_12;10,7203;34,7208;30;1800;13;70;14,8W;1;-38
site39;162;Sfax;Sfax Ouest;site39_13;10,7203;34,7208;30;1800;518;310;20W;1;-38
site39;163;Sfax;Sfax Ouest;site39_14;10,7203;34,7208;30;1800;515;210;20W;1;-38
site39;164;Sfax;Sfax Ouest;site39_15;10,7203;34,7208;30;1800;512;70;20W;1;-38
site39;165;Sfax;Sfax Ouest;site39_16;10,7161;34,7494;27;1800;4;340;14,8W;1;-32.9400024414062
site39;166;Sfax;Sfax Ouest;site39_17;10,7161;34,7494;27;1800;11;220;14,8W;1;-32.9400024414062
site39;167;Sfax;Sfax Ouest;site39_18;10,7161;34,7494;27;1800;16;70;14,8W;1;-32.9400024414062
site39;168;Sfax;Sfax Ouest;site39_19;10,7161;34,7494;27;1800;522;340;20W;1;-32.9400024414062
site39;169;Sfax;Sfax Ouest;site39_20;10,7161;34,7494;27;1800;513;220;20W;1;-32.9400024414062
site39;170;Sfax;Sfax Ouest;site39_21;10,7161;34,7494;27;1800;516;70;20W;1;-32.9400024414062
site40;171;Sfax;Kerkennah;site40_1;11,2555;34,8166;27;1800;3;280;14,8W;1;-39.3300018310547
site40;172;Sfax;Kerkennah;site40_2;11,2555;34,8166;27;1800;8;200;14,8W;1;-39.3300018310547
site40;173;Sfax;Kerkennah;site40_3;11,2555;34,8166;27;1800;15;20;14,8W;1;-39.3300018310547
site41;174;Sfax;Djebeniana;site41_1;10,9764;35,0802;27;1800;7;300;14,8W;1;-31.3199996948242
site41;175;Sfax;Djebeniana;site41_2;10,9764;35,0802;27;1800;5;140;14,8W;1;-31.3199996948242
site41;176;Sfax;Djebeniana;site41_3;10,9764;35,0802;27;1800;16;50;14,8W;1;-31.3199996948242
site42;177;Sfax;Sfax Sud;site42_1;10,69638639;34,78117983;16;1800;3;320;20W;1;-39.2900009155273
site42;178;Sfax;Sfax Sud;site42_2;10,69638639;34,78117983;16;1800;7;210;20W;1;-39.2900009155273
site42;179;Sfax;Sfax Sud;site42_3;10,69638639;34,78117983;16;1800;11;90;20W;1;-39.2900009155273
site43;180;Sfax;El Amra;site43_1;10,896034;34,985313;22;1800;14;300;14,8W;1;-31.9400024414062
site43;181;Sfax;El Amra;site43_2;10,896034;34,985313;22;1800;9;170;14,8W;1;-31.9400024414062
site43;182;Sfax;El Amra;site43_3;10,896034;34,985313;22;1800;16;10;14,8W;1;-31.9400024414062
site44;183;Sfax;Kerkennah;site44_1;11,2936;34,7416;27;1800;16;340;14,8W;1;-37.25
site44;184;Sfax;Kerkennah;site44_2;11,2936;34,7416;27;1800;13;200;14,8W;1;-37.25
site44;185;Sfax;Kerkennah;site44_3;11,2936;34,7416;27;1800;10;60;14,8W;1;-37.25
site45;186;Sfax;Djebeniana;site45_1;11,0069;35,0265;25;1800;9;300;20W;1;-33.8600006103516
site45;187;Sfax;Djebeniana;site45_2;11,0069;35,0265;25;1800;4;170;20W;1;-33.8600006103516
site45;188;Sfax;Djebeniana;site45_3;11,0069;35,0265;25;1800;2;20;14,8W;1;-33.8600006103516
site46;189;Sfax;Bir Ali Ben Khelifa;site46_1;10,1783;34,7547;27;1800;14;330;14,8W;1;-33.75
site46;190;Sfax;Bir Ali Ben Khelifa;site46_2;10,1783;34,7547;27;1800;10;250;14,8W;1;-33.75
site46;191;Sfax;Bir Ali Ben Khelifa;site46_3;10,1783;34,7547;27;1800;12;50;14,8W;1;-33.75
site46;192;Sfax;Bir Ali Ben Khelifa;site46_4;9,9182;34,6509;42;1800;1;330;14,8W;1;-32.2200012207031
site46;193;Sfax;Bir Ali Ben Khelifa;site46_5;9,9182;34,6509;42;1800;9;220;14,8W;1;-32.2200012207031
site46;194;Sfax;Bir Ali Ben Khelifa;site46_6;9,9182;34,6509;42;1800;11;70;14,8W;1;-32.2200012207031
site47;195;Sfax;El Amra;site47_1;10,8572;34,8894;19;1800;8;300;14,8W;1;-33.379997253418
site47;196;Sfax;El Amra;site47_2;10,8572;34,8894;19;1800;1;200;14,8W;1;-33.379997253418
site47;197;Sfax;El Amra;site47_3;10,8572;34,8894;19;1800;5;80;14,8W;1;-33.379997253418
site48;198;Sfax;Sakiet Eddaier;site48_1;10,7953;34,8169;27;1800;6;230;14,8W;1;-39.1800003051758
site48;199;Sfax;Sakiet Eddaier;site48_2;10,7953;34,8169;27;1800;13;140;14,8W;1;-39.1800003051758
site48;200;Sfax;Sakiet Eddaier;site48_3;10,7953;34,8169;27;1800;10;40;14,8W;1;-39.1800003051758
site48;201;Sfax;Sakiet Eddaier;site48_4;10,7953;34,8169;27;1800;519;230;20W;1;-39.1800003051758
site48;202;Sfax;Sakiet Eddaier;site48_5;10,7953;34,8169;27;1800;512;140;20W;1;-39.1800003051758
site48;203;Sfax;Sakiet Eddaier;site48_6;10,7953;34,8169;27;1800;517;40;20W;1;-39.1800003051758
site49;204;Sfax;Sakiet Ezzit;site49_1;10,7569;34,8269;42;1800;11;280;20W;1;-32.4499969482422
site49;205;Sfax;Sakiet Ezzit;site49_2;10,7569;34,8269;42;1800;9;140;20W;1;-32.4499969482422
site49;206;Sfax;Sakiet Ezzit;site49_3;10,7569;34,8269;42;1800;14;10;20W;1;-32.4499969482422
site49;207;Sfax;Sakiet Ezzit;site49_4;10,7569;34,8269;42;1800;512;280;20W;1;-32.4499969482422
site49;208;Sfax;Sakiet Ezzit;site49_5;10,7569;34,8269;42;1800;515;140;20W;1;-32.4499969482422
site49;209;Sfax;Sakiet Ezzit;site49_6;10,7569;34,8269;42;1800;518;10;20W;1;-32.4499969482422
site50;210;Sfax;Agareb;site50_1;10,6075;34,7272;27;1800;2;240;14,8W;1;-37.5699996948242
site50;211;Sfax;Agareb;site50_2;10,6075;34,7272;27;1800;12;120;14,8W;1;-37.5699996948242
site50;212;Sfax;Agareb;site50_3;10,6075;34,7272;27;1800;6;10;14,8W;1;-37.5699996948242
site51;213;Sfax;Sfax Ouest;site51_1;10,7497;34,7378;24;1800;4;340;14,8W;1;-38.4800033569336
site51;214;Sfax;Sfax Ouest;site51_2;10,7497;34,7378;24;1800;13;200;14,8W;1;-38.4800033569336
site51;215;Sfax;Sfax Ouest;site51_3;10,7497;34,7378;24;1800;17;80;14,8W;1;-38.4800033569336
site51;216;Sfax;Sfax Ouest;site51_4;10,7497;34,7378;24;1800;513;340;20W;1;-38.4800033569336
site51;217;Sfax;Sfax Ouest;site51_5;10,7497;34,7378;24;1800;522;200;20W;1;-38.4800033569336
site51;218;Sfax;Sfax Ouest;site51_6;10,7497;34,7378;24;1800;518;80;20W;1;-38.4800033569336
site52;219;Sfax;Sfax Ville;site52_1;10,7604;34,728;18;1800;12;330;14,8W;1;-36.629997253418
site52;220;Sfax;Sfax Ville;site52_2;10,7604;34,728;18;1800;17;230;14,8W;1;-36.629997253418
site52;221;Sfax;Sfax Ville;site52_3;10,7604;34,728;18;1800;6;60;14,8W;1;-36.629997253418
site53;222;Sfax;Agareb;site53_1;10,5981;34,6266;32;1800;4;350;14,8W;1;-32.4700012207031
site53;223;Sfax;Agareb;site53_2;10,5981;34,6266;32;1800;10;210;14,8W;1;-32.4700012207031
site53;224;Sfax;Agareb;site53_3;10,5981;34,6266;32;1800;1;110;14,8W;1;-32.4700012207031
site54;225;Sfax;El Hencha;site54_1;10,74;34,9492;70;1800;17;160;14,8W;1;-40.870002746582
site54;226;Sfax;El Hencha;site54_2;10,74;34,9492;70;1800;1;20;14,8W;1;-40.870002746582
site55;227;Sfax;Ghraiba;site55_1;10,21305;34,4981;35 ;1800;16;280;14,8W;1;-33.4199981689453
site55;228;Sfax;Ghraiba;site55_2;10,21305;34,4981;35 ;1800;14;190;14,8W;1;-33.4199981689453
site55;229;Sfax;Ghraiba;site55_3;10,21305;34,4981;35 ;1800;8;60;14,8W;1;-33.4199981689453
site56;230;Sfax;Sakiet Ezzit;site56_1;10,750375;34,809216;15;1800;3;285;14,8W;1;-31.2200012207031
site56;231;Sfax;Sakiet Ezzit;site56_2;10,750375;34,809216;15;1800;10;160;14,8W;1;-31.2200012207031
site56;232;Sfax;Sakiet Ezzit;site56_3;10,750375;34,809216;15;1800;1;55;14,8W;1;-31.2200012207031
site57;233;Sfax;Sfax Sud;site57_1;10,7124;34,782;32;1800;9;250;14,8W;1;-35.0299987792969
site57;234;Sfax;Sfax Sud;site57_2;10,7124;34,782;32;1800;15;130;14,8W;1;-35.0299987792969
site57;235;Sfax;Sfax Sud;site57_3;10,7124;34,782;32;1800;18;20;14,8W;1;-35.0299987792969
site57;236;Sfax;Sfax Sud;site57_4;10,6972;34,8101;33;1800;1;320;14,8W;1;-19.3800010681152
site57;237;Sfax;Sfax Sud;site57_5;10,6972;34,8101;33;1800;12;180;14,8W;1;-19.3800010681152
site57;238;Sfax;Sfax Sud;site57_6;10,6972;34,8101;33;1800;4;60;14,8W;1;-19.3800010681152
site57;239;Sfax;Sfax Sud;site57_7;10,74104999;34,77237171;15;1800;5;270;20W;1;-18.2000007629395
site57;240;Sfax;Sfax Sud;site57_8;10,74104999;34,77237171;15;1800;3;170;20W;1;-18.2000007629395
site57;241;Sfax;Sfax Sud;site57_9;10,74104999;34,77237171;15;1800;8;0;20W;1;-18.2000007629395
